CodeRef;Code;trad_French;txt_cleaned;CodeGpt;ClaSon_raw_ens;ClaSon_conf_ens;TRUE_ClaSon;length_report;Valeur_Dream;Wake_Dream;Git_raw;Git_conf;ClaSon=Git;TRUE_Claude_Haiku 4.5;Gem;Gem_conf;TRUE_Gemini_Pro 3.1;SonnetGitCelia;SonnetGitCelia_conf;True_Claude_Sonnet 4.6;ClaSon=ClaGitCelia;Justif_compar_sonnet;Clas_Enzo;Confidence_Enzo;True_Human_expert;Justification_Enzo;Conf_Humanlike_ClaudeSonnetGitCelia;Enzo=Claude;conf claude erreur;True_Elce_Weight;;;Models;nmbr fautes;% de fautes ;moyenne conf;conf erreur;median erreur;median ;txt_length_errors;%Accuracy;;;;;;;;
XDL164;DL164;;Attivavo l'orologio.;593;W;80;1;20;1;1;D;70;0;0;;;;D;72;0;0;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;
DL118;;;Mi sento bene. A risolvere un problema che mi assillava da un po' al computer. E mi sento soddisfatto nell'essere riuscito a risolverlo di testa mia. Quindi posso dire di sentirmi tutto sommato soddisfatto. E niente. Pensieri positivi, diciamo.;594;W;95;0;244;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL024;;;Allora, pensavo che sono stanca e annoiata, che oggi non è tanto una giornata positiva o produttiva, che sarebbe bello essere un influencer di Instagram, cioè, guadagni senza fare troppo, e niente poi ho pensato che ho incontrato persone dell'[INSTITUTION1] che ho salutato e quindi ho pensato che c'è gente molto simpatica, poi ho incontrato gente invece che volevo non vedere, quindi ho pensato che talvolta sarebbe meglio certe persone non incontrarle, e niente, ho pensato che domani sarà una giornata più positiva e quindi di essere paziente e aspettare che passi.;595;W;93;0;569;0;0;W;85;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL203;DL203;;C'erano persone, più volti. Mi sentivo tranquillo.;596;D;68;0;50;1;1;D;70;1;0;;;;D;72;0;1;;;;;;2;;;0;;;;;;;;;;;;;;;;;;;
XDL068;DL068;;Guardavo una storia di instagram, tra l'altro riservata agli amici intimi, di un mio amico con una canzone che però non sentivo che capivo che era con un altro mio amico che lavorava in un centro culturale, una costruzione, questa enorme gru che ehm arrivava praticamente da questo centro con dei fili fino a un porto. Questa gru che si muoveva con questi fili enormi. E poi provavo ad andare in un bar che però era chiuso però ce n'era un altro aperto.;597;D;75;0;453;1;1;W;88;0;1;;;;W;90;1;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL121;DL121;;Ero a casa dei miei, era una situazione strana, c'erano un sacco di persone. C'erano un sacco di cani: un setter tutto nero, abbastanza giovane, in salute, e [NAME1] che invece era un setter irlandese che avevo quando ero ragazzina, era vecchissima, aveva ventidue anni, ma stava relativamente bene per la sua età, sembrava quasi più un levriero afgano però. E poi c'era [NAME2], che è il nostro attuale cane che è un border collie. E praticamente era lui però era un pointer, quindi aveva le stesse colorazioni, stessi occhi, ma era un pointer. Erano tutti molto carini, insomma. Ero particolarmente felice di vedere [NAME1] e mi ero anche fatta delle foto con lei.;598;D;88;0;666;1;1;W;88;0;1;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL016;DL016;;Si guidava, ero in macchina, con forse mio padre, sì, mio padre che guidava lungo una strada molto panoramica in Sardegna che si affacciava sul mare, molto bello. Io provavo a fare una foto col telefono alla guida e mi arrabbiavo. Ehm, poi andavamo nella spiaggia, di sassi, ehm... Là c'erano anche dei ragazzini, dei bambini con cui chiacchieravo un po'. Ehm... e gli consigliavo le spiagge più belle e loro dicevano che erano un po' seccati dal fatto che fosse torbida l'acqua, e poi andavamo, e poi c'era una questione su una bottiglia di Coca-Cola. Qualcuno rubava una bottiglia di Coca-Cola. Poi c'era mia madre e lottavo per per gioco con mia madre. Poi mangiavo la Nutella, tantissima Nutella e mi sentivo male.;599;D;82;0;718;1;1;D;85;1;0;;;;D;83;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL023;;;Stavo lavorando per scuola, sistemando gli elaborati dei bambini dell'anno scorso. Sinceramente è un lavoro che mi piace anche abbastanza, perché si tratta di riorganizzare di rivedere un po' le cose come sono andate per cui di fare anche una sorta di verifica. Ed è un lavoro che non mi dispiace assolutamente, è un po' laborioso nel senso che ci vuole un po' di spazio per stendere tutti i disegni. Niente, devo fare mente locale perché è riferito all'anno scorso per cui al periodo gennaio-febbraio, primi di marzo, prima appunto che chiudessimo la scuola e niente mi stanno rivenendo in mente i bambini che c'erano anno scorso e che ora non ci sono più. Ricordi appunto di lavori che abbiamo fatto insieme. Così, anche un po' di nostalgia, perché poi i bambini che se ne vanno e che sono stati tre anni con me sono stati parecchio insieme. Sono un momento abbastanza tranquillo. Emozioni piuttosto positive poi nello specifico stavo pensando anche a mio figlio perché oggi ho fatto una cosa per lui e tutto sommato mi veniva in mente che è lontano però che le cose che sta facendo e che stiamo facendo sono abbastanza in sintonia per cui un qualcosa che ci tiene legati che ci tiene uniti e raccontarci le cose che funzionano le cose che sta facendo lui e che sto facendo io. Per cui direi una sensazione di operatività e tranquillità.;600;W;92;0;1339;0;0;W;90;1;0;;;;W;90;0;1;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL082;DL082;;"Ero in una sorta di stazione, anche se in realtà c'erano tipo delle bancarelle e quindi poteva essere anche una strada normale, però aveva le sembianze di una stazione, ehm, era come se le bancarelle fossero lungo i binari.Mi sono fermata tipo ad una bancarella a prendere un trancio di pizza, ehm, anche se non avevo fame, e poi tipo andavo ad un'altra bancarella e prendevo ancora due fette di pizza o qualcosa del genere, ehm, e c'era anche il mio amoroso, tipo la seconda volta che io ho preso le fette di pizza, ehm, lui aveva fatto lo stesso e insomma aveva preso anche lui la pizza. Quando prendevo l'ultimo trancio di pizza ho preso tre Kinder Merendero. Io ero in un bagno, come se fosse appunto un bagno della stazione, e, uhm, nella stanzina in cui ero io c'era un water e c'era mio fratello seduto sul water e poi, ehm, c'era una porta che si vedeva, insomma, che dava su questa stanzina in cui c'eravamo io e mio fratello. Questa porta il mio amoroso l'ha aperta, e è entrato dentro e si è, ehm, spogliato e stava facendo la pipì in un altro water che c'era oltre quella porta, ma con la porta aperta e quindi io vedevo sia il mio fratello sia il mio amoroso fare, insomma, i loro bisogni. Il mio amoroso non faceva la pipì da in piedi ma si era accovacciato e quindi non raggiungeva il water, e poi a un certo punto si è alzato dell'acqua, è arrivata dell'acqua da qualche parte, dove c'era il mio amoroso, e quindi c'era dell'acqua che è caduta per terra nel pavimento, e lui ha colto l'occasione dell'acqua che cadeva sul pavimento per far la pipì sul pavimento. E io me ne sono accorta e infatti dopo gli ho detto: ""Mi sono accorta che quando è caduta l'acqua, insomma, tu hai fatto anche la pipì sul pavimento"" e lui mi fa: ""Eh sì"" e che ha dovuto farlo.";601;D;88;0;1772;1;1;D;80;1;0;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL111;;;Sto lavorando, sto guardando delle mail, sto scrivendo un documento. E niente, ormai la mia testa in questo momento è concentrata lì. Niente, sto concentrata sul lavoro adesso.;602;W;95;0;176;0;0;W;90;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL010;;;Mi stavo allenando quindi in realtà non stavo pensando a niente di particolare, solo contando le ripetizioni degli esercizi e pensando al work out che sto seguendo.;603;W;95;0;164;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL087;;;Questo pomeriggio è un po' agitato, diciamo, perché delle cose non sono andate troppo bene comunque... dei piccoli intoppi. Niente, diciamo cioè sto un po' agitata per delle scadenze al lavoro.;604;W;90;0;193;0;0;W;85;1;0;;;;W;89;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL022;DL022;;Il pensiero di qualcosa che devo fare, l'ansia di qualcosa che è rimasto in sospeso e che devo concludere.;605;W;82;1;106;1;1;W;85;1;1;;;;D;72;0;0;;;;;;2;;;0;;;;;;;;;;;;;;;;;;;
DL191;;;Ho svolto delle faccende domestiche, qua in casa. E i miei pensieri andavano un po' di qua, un po' di là, nel senso che ho pensato a varie cose, tipo l'invito a cena ricevuto per questa sera da parte di amici. Al fatto che è arrivato il ciclo mestruale in ritardo di una decina di giorni ed è abbondante e al caldo che fa oggi.;606;W;93;0;327;0;0;W;85;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL067;;;"Stavo pensando che non so in che ristorante portare i miei, dato che mi son venuti a trovare e mi hanno fatto, diciamo, una sorpresina da [PLACE1] e adesso stavo un attimino cercando il ristorante, solo che non so proprio dove portarli e a che ora prenotare. E mi piacerebbe d'altra parte farli fare qualcosa di tipico, cioè ma chi li conosce i ristoranti qua, ci sto da cinque giorni, quindi boh. Poi pensavo pure al vaccino, perché ho anticipato la seconda dose e sono contenta, sono molto contenta perché così io penso che questo possa permettermi di andare a [PLACE2] con più facilità, dato che oggi hanno chiuso le frontiere, tra virgolette, con l'Italia. E quindi sì, dai, sono abbastanza contenta. Poi pensavo pure che in questo periodo, porca miseria, mi sto a perdere un sacco di feste e eventi a [PLACE1], mille lauree, e alcune pure in [PLACE2] in realtà. Però, dai, alla fine va bene così, penso che sia proprio una bella esperienza questa e che cioè quando uno fa belle esperienze è inevitabile che se ne perda delle altre. Come diceva Kundera: ""C'è solo una scelta"", pensavo questo, e quindi... tutto il resto non lo sai, e poi è inutile pensare, insomma, alle alternative che ti sei perso in questa vita. E quindi niente, sì dai alla fine va bene così. E poi niente, sono contenta oggi di aver fatto un giretto al centro di [PLACE3] con i miei genitori, loro mi parevano abbastanza entusiasti. Stavo anche pensando: ""Ah vedi menomale che sono venuti, hanno fatto un weekend diverso"". ";607;W;94;0;1499;0;0;W;88;1;0;;;;W;89;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL159;;;Mi trovavo sul letto in cameretta mia perché ero molto stanca e volevo dormire, però era tardi e sapevo che dovevo uscire, quindi mi sono alzata per prepararmi e faceva molto freddo. ;608;W;90;0;183;0;0;W;88;1;0;;;;D;82;1;0;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;
XDL138;DL138;;Sono in un posto di mare e c'è della gente che sta nuotando e si rincorre. Anch'io sto nuotando ma vedo la scena dall'esterno. E a un certo punto c'è questo uomo che va sott'acqua e si vede sempre da sopra il pelo dell'acqua: è una sorta di uomo pesce e fa tipo dei salti come i delfini. E nuota principalmente sotto. Io è come se mi spostassi e lui cercasse di catturarmi o comunque di seguirmi, solo che vedendolo dall'alto e vedendo dove nuoto non riesce mai a farlo.;609;D;88;0;470;1;1;D;85;1;0;;;;D;87;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL179;;;Mi sto preparando per andare in palestra, ero combattuto se farlo o meno, perché sono iper stanco oggi. Provato dalla giornata abbastanza impegnativa, che è iniziata alle sette e venti, dopo appena quattro ore di sonno, perché vabbè ho avuto la presentazione della track di MDT. Poi ho fatto spagnolo e adesso sono fuggito a casa per prepararmi per andare in palestra. Vediamo se riuscirò ad arrivare per lo meno a mensa.;610;W;88;0;421;0;0;D;85;0;1;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL214;DL214;;Insieme a una mia amica volevamo andare in Cina e pensavamo alle date, a pensavamo magari fine luglio, però poi mi era venuto in mente che lei lavora a fine luglio. E appunto parlavamo di date, parlavamo di andare in Cina e di costi e tutto.;611;D;72;0;241;1;1;W;88;0;1;;;;D;83;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL126;DL126;;Stavo parlando con il figlio della mia compagna.;612;W;80;1;48;1;1;W;75;1;1;;;;W;89;1;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL094;;;Ho pensato a diverse cose, tipo che una buon'ora per mettersi a studiare, e infatti penso che ora mi metterò a studiare. Poi c'è stata una breve reverie su una vecchia fiamma che ho avuto qualche anno fa. Poi, ho continuato un po' a pensare all'esito della pubblicazione della playlist wrapped, duemilaventuno su Spotify, che riassume i miei ascolti del duemilaventuno. Ho ascoltato un paio di canzoni. ;613;W;88;0;403;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL023;DL023;;"Ero a casa mia e avevo degli ospiti che erano dei bambini di scuola. In realtà avevo anche un'altra famiglia, che sono amici di mio figlio. Poi da casa mia diventa una scuola proprio, ma una scuola-albergo, nel senso che era una scuola ma faceva anche da albergo per cui aveva delle aule che venivano usate prettamente per scuola ma nello stesso tempo c'erano questi ospiti che usufruivano delle camere, perciò faceva da albergo. Era una struttura grande, un po' vecchiotta, queste aule grandi dove nell'aula c'erano dei pezzi di arbusti di piante. Era un misto fra un dentro e un fuori, c'erano tanti bambini, una insegnante nuova che non conoscevo e altre persone nella classe, altre insegnanti o persone di diversa qualifica. C'era anche mio figlio che era a tratti piccolo, a tratti grande, e questi bambini in effetti erano tanti e facevamo delle attività poi li avevamo radunati per portarli fuori in giardino ma c'era un po' freddo poi a quel punto non era più una scuola, un giardino, era una specie di negozio che dava sulla strada, tipo un laboratorio più che un negozio, un laboratorio che dava sulla strada e che aveva attaccato alla parete esterna una specie di locandina dove c'erano indicati tutto quello che si faceva in questo laboratorio che poteva essere di moda, di sartoria, una cosa del genere, e c'erano delle persone che al solito era laboratorio, era scuola, era albergo, era tutto. Ogni tanto faceva queste funzioni. C'erano delle persone che erano arrivate da fuori. Erano state in bicicletta e rientravano dentro per mangiare, mentre c'era poi un signore che portava invece dei vestiti, qualcosa che facevano parte perciò del laboratorio, e questi bambini, poi alla fine siamo rientrati, questa specie di aula. Io in realtà all'inizio ero vestita come fossi a scuola, perciò pantaloni comoda. A un certo punto avevo invece un bellissimo cappottino, bianco, con dei bottoni dorati. Molto carino. Avevo una bella borsa che avevo sistemato da una parte e questa collega mi fa ""ma sei molto bella"" e io ho detto ""grazie è un complimento bello detto soprattutto da una donna"" e ho pensato a mia madre nelle foto in bianco e nero, che era molto bella soprattutto per queste foto così particolari, ho detto ""eh beh, è tutto merito suo"" ed ero soddisfatta di questa cosa, ed ero contenta perché era un complimento a me ma indirettamente anche a lei. Poi a un certo punto sono arrivati da fuori gli ospiti dell'albergo, che erano appunto gli amici di [NAME1] con altra gente, e ci siamo risalutati, [NAME1] aveva con sé un bambino, che poteva essere un bambino della scuola oppure un bambino di questi amici, perciò piccolo, e lui era grande e a un certo punto si sentiva rumore di acqua e questa collega ha detto ""ma sembra proprio che ci sia una cascata, un ruscelletto sotto di noi"". Io mi sono girata e in realtà c'era una specie di apertura nel pavimento dove si vedeva proprio l'acqua, cioè era proprio un ruscelletto d'acqua e dico ""no devo fare una foto perché questa va mandata per la sicurezza"", dico questo no non può esistere. Prendo il telefono, cerco di fare la foto, e il flusso dell'acqua finisce. Dico ""vabbè l'ho fatta appena in tempo"" dico per mandarlo in segreteria per fare presente questa cosa che non va bene, che è pericolosa. E poi non era ancora l'orario per mangiare, per cui ho detto alla mia collega ""ma facciamo qualcosa"". Lei aveva radunato i bambini, li aveva fatti smettere di lavorare, stavano incollando all'inizio, e lei mi guarda come dire ""ma questi bambini che età hanno?"" mi meraviglio perché non sembrava un'insegnante, sembrava più una persona che dovesse intrattenerli. Dico ""mah hanno tre, quattro, cinque"" ""ma tutti insieme?"" lei dice e dico ""sì tutti insieme"", in effetti erano tanti e io dico ""ma potremmo fargli esplorare la loro classe, potremmo fargli esplorare il fuori"" perché mi dava l'idea che fosse la prima volta che questi bambini entravano in questa scuola. Io di sicuro, questa collega lo stesso, ma anche i bambini e sto per dire questa cosa alla collega.";614;D;95;0;4034;1;1;D;85;1;0;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL087;DL087;;Avevo in mano due vial: dei piccoli tubi di vetro che utilizzo spesso in laboratorio, ma proprio una sensazione fisica di averle in mano.;615;D;75;0;137;1;1;D;70;1;0;;;;D;82;0;1;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;
DL198;;;Oggi giornata un po' sottotono, ancora qualche doloretto, come stamani, quindi umore buono, anche ci sono dei lavori in corso davanti a casa, ci sono file chilometriche, la cosa è un po' snervante, noiosa. Traffico a tutto spiano, vabbè. Comunque si sopravvive anche a questo.;616;W;90;0;276;0;0;W;88;1;0;;;;W;89;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL038;;;Sono appena uscito dalla messa, ero a messa e stavo un po' riflettendo ancora su diciamo i miei peccati. Stavo ringraziando il signore per alcune cose quindi ecco, stavo un po' facendo mente locale su quanto avevo appena vissuto, in generale insomma sì, mi sento abbastanza tranquillo, anzi felice. E poi stavo anche pensando, perchË diciamo la chiesa dove ero è vicina al biciclettaio da cui mi rivolgo di solito, stavo pensando al fatto che la mia bici ha un problema al portapacchi e che ne devo trovare una soluzione perché, quello che c'è attualmente non va bene. Quindi stavo un po' pensando a come poter fare per rimediare a questo problema. E poi boh, mi sembra un po' questo. Stavo anche un po' pensando, riflettendo, su alcune cose che ho visto, cioè appena uscito dalla chiesa ho visto delle persone all'interno di una pizzeria e quindi, niente stavo pensando magari a quello che poi dopo devo mangiare. Cose di questo tipo. E credo sia più o meno tutto.;617;W;95;0;965;0;0;W;88;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL107;;;Stavo facendo delle cose al computer, rispondendo a delle mail, me la stavo prendendo con molta calma, anzi, forse stavo riflettendo con troppa calma, perché dovrei fare parecchie cose. Quindi, ecco, mi sentivo così un po' che stavo perdendo un pochino il tempo, ecco, ero preoccupata perché riflettevo sul fatto di dover andare in palestra, portare fuori i cani e dare una mano all'organizzazione di un festival, ecco, che supporto, in cui collaboro. Quindi ero un po' così, pensierosa, però allo stesso tempo ero rilassata, quindi stavo sostanzialmente prendendomela comoda tanto che vedevo un po' di TV, un po' di telefono, computer, quindi ero molto rilassata. Sono da sola a casa in questo momento appunto, quindi, a parte il brusio della televisione e insomma, i cani che ogni tanto abbaiano, stavo tranquilla, ecco.;618;W;90;0;822;0;0;W;88;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL133;DL133;;"Sono con il mio capo, un'altra collega e dobbiamo andare assieme a un'altra nostra collega a un incontro, una riunione di cui però non sappiamo niente. Chiedo poi a questa mia collega, che invece conosce già queste persone, ""Dove dobbiamo andare? E che tipo di riunione è?"". E lei mi dice che no, non me lo può dire. E allora io dico: ""Va bene, allora io non vengo"". Perché ho una sensazione come qualcosa di setta e a me queste cose non piacciono. E lei mi dice:""Sarebbe opportuno tu scrivessi qualcosa, di ringraziare comunque della opportunità che hai avuto"". Dico: ""Va bene, lo posso scrivere, e dimmi tu insomma, se ci sono delle cose che è opportuno che io scriva o meno"". Perché mi sento anche un po' minacciato sinceramente da questa situazione, nel senso non so chi sono, anche questa richiesta di un ringraziamento, mi sembra un qualcosa di settario, mafioso. E lei mi dice:""Ah no, noi non possiamo. Io non posso. Da noi, da noi inteso e mi fa capire che lei fa parte di questo gruppo in modo molto forte, vale la regola che ognuno deve un po' arrangiarsi "". Al che, siccome questa è una persona che conosco e reputo un'amica, le dico: ""Guarda, io non mi sarei comportato così. Al tuo posto nei tuoi confronti, nel senso che comunque ti ha detto delle cose. Ad ogni modo scrivo."" Io mi sento piuttosto irritato, vagamente minacciato. E poi dopo, la scena cambia e sono col mio capo e e l'altra collega in una specie di cartoleria. Io sto cercando una busta per mettere dentro le cose che ho scritto, consegnarle a questa mia collega con il mandato di recapitarle.";619;D;82;0;1573;1;1;D;80;1;0;;;;D;83;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL161;DL161;;Stavamo parlando di questa casa, che era la casa dove abitava mia nonna. E prima la dovevamo ristrutturare metà con mio cugino, poi dopo era a metà con mia zia. E poi dopo c'era un mio cliente del bar che è uscito dal garage e sistemava dei trattorini tipo. Comunque si, stavamo parlando di come ristrutturarla. Però parlavamo come se tipo la nonna fosse ancora viva. Però dopo si è capito che comunque la nonna non c'era più. Inizialmente dovevamo ristrutturare garage e primo piano. E poi dopo invece questa casa era su tre piani, garage, primo piano e secondo. Io avrei ristrutturato quello di mezzo, mia zia quello di sopra e il garage. C'è mio fratello non ristrutturava più niente. E c'erano due clienti del bar. Uno era appunto questo [NAME1]. Questi miei due clienti. E sono appunto usciti dal garage per andare al bar di fianco. E [NAME1] si è chinato per sistemare questi tre trattorini che erano tipo ribaltati nel tragitto, nel marciapiede. Stavamo parlando di come, perché, questa casa aveva una scala interna e stavamo parlando di fare per loro una scala esterna. Perché così perché quella interna è molto piccola, e quindi gli sarebbe tornato meglio aggiungere una una scala esterna per andare in casa.;620;D;78;0;1217;1;1;W;88;0;1;;;;D;82;0;1;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;
DL175;;;Ero al telefono con mia sorella e ho scoperto che l'esame non sarà più mercoledì ma venerdì, quindi sono decisamente tranquilla e rilassata, quindi mi emoziona. Al momento sono rilassata, tranquilla e felice e serena, tutto ciò che non ero ieri per esempio, e quindi oggi siamo molto felici.;621;W;96;0;291;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL014;DL014;;Eravamo fuori all'uscita del centro direzionale, io ero forse con i miei genitori e incontravo, salendo con l'auto, vedevo dei ragazzi, delle ragazze giocare a pallavolo e tra questi c'era una mia collega dell'università molto antipatica, la quale però stava avendo una discussione molto animata mentre giocava con la direttrice della scuola di [NAME1] e [NAME2]. Lei era vestita molto bene e anche la direttrice. A un certo punto si allontanava per raccogliere la palla e mi vedeva e io mi scocciavo di salutarla perché mi era molto antipatica e però poi proseguivamo e io mi interrogavo su cosa stesse facendo là e perché la direttrice fosse così agitata.;622;D;75;0;657;1;1;D;80;1;0;;;;D;82;0;1;;;;;;3;;;1;;;;;;;;;;;;;;;;;;;
XDL121;DL121;;Facevo dei collage con carta bianca e nera, vedevo la forma della mia mano ritagliata messa sopra un foglio bianco e la parte del contorno era in nero oppure un cuore o altre immagini così, semplici, tipo strisce di fumetti, delle vignette nero su bianco con delle scritte in francese. Poi eravamo a casa di un mio amico che aveva fatto un cinema in casa, c'era tipo una specie di garage dismesso che aveva sistemato a mo' di cinema con un po' di sedie e un proiettore. E avevamo iniziato a vedere un film, Taxi Driver. E c'era anche mio babbo a vedere sto film. E avevamo lasciato tutti la macchina un po' distante, forse perché non c'erano più parcheggi, visto che c'era questo nuovo stabile. Eh però poco dopo l'inizio del film inizia ad entrare acqua dalla finestra: c'era un locale contiguo che si era allagato, che aveva raggiunto il livello di questa finestra che era molto in alto e stava iniziando ad entrare anche in questa sala. E quindi abbiamo smesso di vedere il film e mio babbo voleva aiutare il mio amico a sistemare questa cosa.;623;D;85;0;1046;1;1;D;80;1;0;;;;D;85;0;1;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
DL168;;;Sono a casa di amici, stiamo festeggiando un compleanno. Le presentazioni PowerPoint divertenti su argomenti a nostra scelta, e la mia è stata particolarmente apprezzata, e adesso sto cercando di spiegare alcune parole italiane a un ragazzo cinese. C'è un'atmosfera molto divertente. E quindi niente, sono felice. Mi sto divertendo, sto ridendo tanto.;624;W;94;0;351;0;0;W;90;1;0;;;;W;90;0;1;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL093;DL093;;Io che misuro il pH di qualcosa in laboratorio.;625;W;85;1;47;1;1;D;70;0;0;;;;D;82;0;0;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;
XDL058;DL058;;Io sono da sola e mi sveglio e voglio comunicare con i miei colleghi insegnanti e poi però capisco che se io faccio quello allora tutti sapranno che io non rispetto i comandi che c'avevo. Ehm per cui la conclusione e io sono molto contenta di trovarla che io apro questi messaggi però mi lascio un pezzettino dove ci sono anche ehm gli obiettivi singoli, gli stili di vita e aprendolo io posso far partecipare al concorso. Ehm apro e bisogna correre quindi devo andare dietro ad ognuno di loro ehm perché fa un corsa e poi voglio che tutto sia sistemato invece niente affatto e anzi bisogna continuare in quella direzione e quindi aumentare i giorni di contratto in questo modo. E poi io sono arrabbiata e dico al professore che non si può fare così, no. Bisognava metterci anche me ehm anche altri modi e poi contemporaneamente però so che sto sbagliando, che quello che sto facendo non va bene e che uhm comincio a correre, però perdo la cognizione insomma comincio a correre dicendo che se io fossi veramente convinta che va bene potrei anche mettere modi di fare scuola, però in realtà io so che se corro e se faccio queste cose so che non va bene però non ci riesco a non farlo. Quello che rincorro è mio figlio, uno dei miei figli che però ha tutto il percorso che coincide anche con l'altro che invece non fa il percorso ma come se corresse sempre nello stesso circuito. E però coincidono ecco sono tutti e due ma sono distinti. ;626;D;90;0;1436;1;1;D;75;1;0;;;;D;85;0;1;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL198;DL198;;Era una situazione d'ospedale dove non ero il paziente. La sensazione era comunque di tranquillità.;627;D;65;0;99;1;1;D;75;1;0;;;;D;80;0;1;;;;;;3;;;0;;;;;;;;;;;;;;;;;;;
DL049;;;Stavo pensando a una telefonata in cui ho parlato con il figlio della compagna di mio padre e che diciamo, non è stata una chiamata molto piacevole, perchè comunque il periodo in casa non è molto buono e diciamo che ci sono delle divergenze su quella che è la situazione, appunto, in casa insomma tra mio padre e la sua compagna e quello che sta succedendo da un punto di vista di salute da parte di entrambi. Quindi diciamo che ero sempre agganciato a i contenuti spiacevoli della telefonata fatta poco prima. ;628;W;90;0;511;0;0;W;85;1;0;;;;W;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL067;DL067;;"C'erano gli zombie e io mi dovevo difendere da questi zombie che mi volevano ammazzare. E quindi stavo tipo in questo posto che pareva un centro commerciale, e ci stava pure [NAME1], il cane mio. E io stavo mega in ansia, perché comunque finché m'ammazzano a me pensavo, uhm, fa niente, ma dovevo vivere per salvare [NAME1], il mio cane. E quindi stavo là e tipo dovevo combattere contro questi zombie però era un combattimento tipo che io sapevo che lo stavo a fare però mezzo che non si vedeva. E quindi dovevo cercare tipo l'arma buona, dovevo cercare a tutti i costi tipo il coso per spostare cenere dentro al camino. E ci sta a una certa uno che arriva e fa, ehm: ""Ma no io non te lo vorrei dire ma devo ammazzare il cane tuo"", e ci questa cosa. E io dicevo: ""No ma che sei matto?"". E tipo stavo con qualcuno che doveva essere amico mio. E a una certa mi fa: ""Questo è l'unico modo per vivere, te rendi conto?"", e tipo mi ferma e quello comincia ad ammazzare il cane mio però io, cioè, non l'ho vista questa cosa però sapevo che stava a succedere. E poi però in realtà non era vero, cioè infatti a una certa lo vedevo che camminava, e dicevo: ""Ah vedi quindi non gli è successo niente"" e quindi no, insomma, mi sono un po' rasserenata, mi sono un po' tranquillizzata.";629;D;92;0;1272;1;1;D;85;1;0;;;;D;90;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL108;DL108;;Facevo una grande passeggiata lungo un prato.;630;D;70;0;45;1;1;D;70;1;0;;;;D;72;0;1;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;
DL017;;;Appena tornati dal supermercato, ho finito la review di [NAME1] quindi sono molto contento. Ho pensato fondamentalmente al Ciobar che sono andato a prendermi al supermercato appositamente e sono anche piuttosto divertito dal fatto che sono riuscito a prendere una bottiglia di vino pagandola tipo due minuti prima delle diciotto, cioè prima che scatti il lockdown da un punto di vista alcolico. Questo è quanto, ottimo diciamo momento per il tono dell'umore per quanto mi riguarda, son tornato a casa adesso.;631;W;94;0;508;0;0;W;90;1;0;;;;W;91;0;1;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
