Code;Txt_francais;D/W;Confiance;Justification
2650;2650 Un garçon habillé avec ce manteau croisé, un appareil photo argentique plutôt vieux, mais compact et petit, lui avec des lunettes, ces cheveux noirs, mi-longs, une grande moustache et le bouc. En plein air probablement à la campagne, une maison au fond, une belle journée. Une journée hivernale parce qu'il était habillé avec le manteau. En pratique je le suis partout parce que je dois le convaincre de quelque chose. Et j'essaie de le convaincre d'une chose dont je suis convaincu moi, elle est juste et pas comme il dit lui. À un certain moment je vais le chercher chez sa maman, donc un environnement fermé, ce couloir très large avec cette rangée de portes. Pas un environnement qui rappelle celui d'une résidence, plutôt celui du hall d'un supermarché ou d'un hôpital. Voilà, ça ressemblait plus à un hôpital. Et donc je frappe à la porte, sa mère m'ouvre et j'essaie de convaincre sa mère parce que lui ne se voit pas.;;;
2651;2651 J'étais sorti avec le chien puis je suis remonté à la maison. Et je rangeais un peu. Parce que des amis à moi arrivent. Je ne pensais à rien de particulier. Je suis assez serein.;;;
2652;2652 Nous étions bof, dans une maison, je crois chez la maman d'une amie à moi, et elle avait organisé un dîner. Il y avait une table, il y avait ma famille, nous devions nous asseoir, nous étions déjà assis à cette table en attendant une personnalité. Celle-ci devait être Aretha Franklin. Et pendant que nous l'attendions, il s'avère que les places où nous nous étions assis auraient en réalité dû être réservées aux autorités. Des autorités qui cependant ne seraient certainement pas venues. Donc nous pouvions y rester quand même. Puis quand cette personnalité arrive elle est annoncée par une sorte de son, de sirène. Et nous nous penchons à la fenêtre pour voir, mais je savais déjà que, ça devait être Aretha Franklin, mais ça ne l'aurait pas été. Et ensuite je vois que c'est un homme, la personnalité que tout le monde attendait. Et alors je pense, c'est peut-être le fils. Il y avait trois, quatre personnes. La chose drôle c'est que quand il entre tout le monde se lève pour l'accueillir mais lui voulait demander des choses en anglais, en réalité il ne parlait pas, donc nous ne pouvions pas comprendre. Et quelqu'un, la maîtresse de maison nous accusait de ne pas savoir l'anglais, mais nous disions : « mais s'il ne parle pas ! » Et alors il ne parlait pas, mais mimait de manière très amusante et donc nous ne comprenions pas. Et nous, lui parlant tranquillement en anglais lui disions : « tu veux dire ça ? Tu veux demander ça ? » Et puis il s'est avéré que c'était une sorte de blague et donc tout le monde riait. Ils prenaient la chose très gaiement. Puis nous nous sommes assis à table, mais la personnalité s'est assise exactement au centre de la table. C'est-à-dire que les tables étaient plusieurs tables jointes et il a détaché les tables au lieu de faire une seule grande tablée, il en est sorti deux. Et pourtant entre une table et l'autre il y avait très peu d'espace et cet homme, ce garçon, s'est assis au centre entre les deux tables, mais il avait très peu d'espace. Je ne comprenais pas, je disais : « mais pourquoi s'est-il assis là ? » De plus il tourne le dos à une des deux tables. Du décor, seulement cette table, les fenêtres que nous regardions depuis la fenêtre. Et les personnes qui se trouvaient là je ne les connaissais pas, c'est-à-dire qu'il y avait ma famille : mon mari et mes trois fils, la maman de cette amie à moi, et puis d'autres personnes que je ne connais pas en revanche. Au début nous étions indécis si rester ou si sortir. Si nous sortions nous devions visiter cette ville où nous nous trouvions, qui n'était pas ma ville. Et donc nous étions tiraillés parce que nous disions, on pourrait aller visiter la ville ou rester ici, mais la ville en réalité nous la connaissons quand même déjà. Et ici en revanche Aretha Franklin doit arriver, donc c'est une occasion importante.;;;
2653;2653 Ce soir ça a été une soirée disons avec des horaires très serrés. Je suis rentrée de chez mon père, j'ai dû tout de suite me mettre à préparer le dîner et puis après le dîner j'ai regardé la télévision, je me suis endormie sur le canapé parce que j'étais vraiment très fatiguée. Et donc maintenant je retourne dormir parce que je continue à être très fatiguée.;;;
2654;2654 La maison où je suis née, je faisais tout un travail de nettoyage, de rangement, sur la terrasse, il y avait une grande terrasse et dans le grenier, et donc j'avais cette envie de mettre de l'ordre, évidemment sans jamais arriver à terminer.;;;
2655;2655 Dernièrement les premières heures de l'après-midi, j'ai un gros coup de barre et je dois dormir, donc genre je me retrouve toujours dans une condition où je ne pense de toute façon à rien, je ne suis disons pas inquiète ou de toute façon soucieuse, je dors, donc genre moins que zéro et aujourd'hui aussi c'est comme ça. Et donc essentiellement je me suis réveillée d'un coup à cause du tonnerre. Je me suis détendue, je me suis mise, j'ai fermé les yeux et je n'ai pensé à rien pratiquement, donc je me suis assez détendue.;;;
2656;2656 Quelques vagues sensations d'anxiété et d'avoir perdu quelque chose.;;;
2657;2657 Je viens de terminer un appel téléphonique de travail avec une fille italienne au Mexique, donc j'étais assez concentré au travail. En réalité en train de survivre maintenant parce que c'est un sujet dont je ne connais pas trop les détails, je n'en sais que les grandes lignes, donc j'essayais de me débrouiller avec les quelques notions que j'avais... enfin, j'essayais d'apprendre. Et des états émotionnels bons, neutres : je vais bien, maintenant je dois courir ailleurs à la nouvelle maison et puis après je dois retourner au travail parce que j'ai un autre engagement, donc un peu sous pression, mais tout compte fait bien... tout sous contrôle.;;;
2658;2658 Il y avait ma maman à table chez moi et nous discutions du fait que ma maman ne m'avait pas dit, de la part de ma grand-mère, d'un site internet où écouter de la musique et qui m'aurait beaucoup intéressé. Et puis moi je me mets à faire le café au lait, je le faisais après le déjeuner euh en mettant dans une casserole beaucoup de litres d'eau plus le café qui restait du matin. Et puis je demandais à mon frère s'il en voulait un peu. Il y avait aussi mon papa et mon frère justement, on regardait aussi un film à la télé.;;;
2659;2659 J'ai regardé une série TV. J'ai eu une humeur assez neutre, tendant un peu au triste, mais quand même assez neutre. Je n'ai rien fait de particulier, j'ai regardé une série et fait des caresses au chien et c'est tout.;;;
2660;2660 Je viens de rentrer du travail. Maintenant je pense que je vais faire un peu de stretching, une bonne douche. Et puis après je pense que je préparerai à dîner. Longue journée aujourd'hui. Mais bonne, allez.;;;
2661;2661 Il est quatorze heures cinquante et j'ai le souffle court parce que je suis allée étendre le linge. Journée à la maison, consacrée à ranger la maison, chose que je n'ai pas l'occasion de faire pendant la semaine. Ce que j'ai autour de moi c'est une maison à ranger et un état d'esprit tranquille, normal.;;;
2662;2662 Je tenais les mains devant les yeux.;;;
2663;2663 Alors, je faisais du yoga, et je pensais à une série de choses. Et bon, l'une d'elles était que je pensais pendant que je le faisais que la fille qui animait le cours allait vraiment trop vite, et puis que c'était un peu bizarre de le faire à Bishop en vingt minutes de yoga et voilà dans tout ça il me venait aussi à l'esprit que je ne m'étais pas coupé les ongles des pieds et à un certain moment ça me faisait me sentir un peu embarrassé parce que les ongles un peu longs, et en réalité ils n'étaient pas longs mais genre ils étaient comme ça au hasard, dans le sens genre je ne m'en occupe pas, comme ça. Et puis voilà j'avais aussi pensé qu'en short comme ça j'ai plein de poils sur les jambes, je me sentais parfois trop poilu et puis je sentais l'effet du yoga qui était justement celui de boh, de me détendre. Je venais d'un moment où j'étais vraiment tendu, j'essayais justement de préparer cette présentation et je n'y arrivais pas, je sentais les épaules vraiment tendues, crispées, donc après environ dix minutes de yoga en revanche je me sentais extrêmement plus détendu et même j'avais presque envie de dormir, de m'endormir et voilà, comme ça.;;;
2664;2664 Je viens de finir de faire cours pour [INSTITUTION1], donc je suis fatigué, sans voix et particulièrement affamé mais assez content, comme toujours, parce que faire cours en tant qu'enseignant me donne toujours beaucoup d'élan, beaucoup d'énergie. Je suis à [PLACE1], il y a une humidité très élevée, il bruine mais surtout j'ai faim en ce moment. Je vais à la voiture, en espérant trouver moins de circulation. Je n'ai fondamentalement pas pensé parce que je faisais cours donc je suivais simplement le flux des mots que je sais par cœur, mais de toute façon quand je présente le cours je ne pense pas, c'est-à-dire que les mots prennent le dessus et donc je suis simplement les mots. Ok.;;;
2665;2665 J'étais dans une cave. Vraiment les caves où l'on fait le vin, où l'on garde le vin avec les tonneaux. Et les petites briques, les voûtes en berceau, [MISSING]. Il y avait un peu de monde. Le seul que j'ai reconnu immédiatement c'est mon frère et nous faisions une dégustation de vins et de charcuteries. Moi je mangeais les charcuteries, à part comme si c'était tout du salami, donc coupé en rondelles et donc ça me convenait jusqu'à un certain point. Mais, puis justement pour une raison quelconque je n'avais pas le vin dans le verre, mais pour une raison quelconque le vin aussi était coupé en rondelles. Ces rondelles de vin moi je ne les voyais pas, je voyais celles de salami, mais je savais qu'avec le vin il se passerait la même chose.;;;
2666;2666 Il y a un jeune garçon, qui est un représentant, il est grand, habillé en clair. Nous sommes dans un environnement qui est un mélange entre un magasin et un cabinet médical. Mais ce dont on parle, ce que le représentant doit présenter, c'est la manière dont il doit vendre son produit. Il est jeune, inexpérimenté peut-être et donc on sent qu'il essaie de répéter ce qu'on lui a appris au cours de formation. Et justement pour cette raison, d'une façon disons un peu douce au début, mais après plus tellement, j'interviens moi euh parce que donc lui est en train de parler avec mon père qui est l'un des propriétaires du magasin avec ma mère. Ils sont tous les deux, aussi bien mon père que ma mère. J'interviens, en ramenant un peu ce qui a été ma difficulté quand je faisais l'informatrice médico-scientifique et je me trouvais dans les situations de devoir répéter la petite leçon que le marketing m'avait obligée à raconter aux médecins pour promouvoir leur produit et les produits. Donc, je me mets un peu à bavarder avec lui, identifiant tous les signes qui dénotaient sa difficulté de devoir reproposer quelque chose qu'il ne sentait pas comme sien. Lui au début est embarrassé et puis cependant il se sent soulagé du fait que je veuille l'aider, pas le démasquer disons. Et donc il part et reviendra un peu après, mais moi je ne ferai plus attention à lui qui est en train de parler avec mon père, parce qu'il y a un cylindre d'un plastique assez rigide, qui peut tenir debout. À l'intérieur il y a des plantes, comme si c'était un petit mini jardin mis dans ce cylindre de plastique, qui cependant n'a pas les bords réguliers dessus et est fermé. Et alors je dis « Non, de cette façon les plantes vont mourir, il faut absolument l'ouvrir. » Donc je le coupe, mais en le coupant il se passe quelque chose, c'est-à-dire que c'est comme si ce plastique ne tenait plus et donc il s'affaisse. Alors euh j'essaie d'une manière ou d'une autre de trouver une solution et il y a ma mère qui me dit « Mais quel gâchis tu as fait », mais pas sur un ton de reproche. Plutôt je lui dis « Allez aide-moi à trouver un moyen de le remettre en place. » Euh je fais une sorte d'essai, enfin, en utilisant une sorte de fil, comme celui pour préparer les paquets cadeaux, pour le faire tenir mais enfin à la fin disons qu'il en sort un beau gâchis et moi je dis « Bah, à ce stade c'est peut-être mieux de racheter quelque chose où mettre ce petit jardin. » Le tout est mis dans un carton et puis chargé dans la voiture. Et ici moi je suis en voiture, je pars aussi en voiture, les miens sont en voiture et il est clair que nous sommes dans le magasin de mes parents, parce que je reconnais vraiment l'endroit, je reconnais l'immeuble, le trottoir, les rues. Donc je vais en avant moi seule en voiture, les miens en voiture et puis avec nous il y a d'autres personnes, elles aussi avec leur voiture, donc au moins une autre voiture. Moi je vais en avant mais je vois qu'il n'y a pas ces personnes derrière. Donc je m'arrête, je laisse la voiture, je reviens en arrière à pied et je vois qu'ils sont en train de bavarder sur le trottoir et je dis « Mais enfin, mais qu'est-ce que c'est que ça, vous m'avez envoyée en avant, moi j'ai vu que vous ne veniez pas et je me suis inquiétée et je suis même revenue en arrière. » Je suis très contrariée par cette chose, c'est-à-dire que moi j'ai été, d'une certaine façon, un peu ainsi prise pour une idiote il me semble, comme qui dirait vas-y, nous on vient, moi j'allais mais les autres ne me suivaient pas.;;;
2667;2667 J'étais dans une sorte de bureau gouvernemental, en tout cas une grande construction à l'intérieur de laquelle vivait pratiquement toute l'humanité après un cataclysme. Il y avait des personnes que je connaissais, d'autres non. Nous passions notre temps à ne sais pas faire quoi, de toute façon vraiment une existence triste dans cette grande, très grande résidence gérée par l'État. Et ça ressemblait à quelque film, quelque anime post-apocalyptique japonais genre Evangelion. Cet immeuble était tout bleu à l'intérieur, on avait presque l'impression d'être dans un hôpital psychiatrique vraiment aliénant avec ces couloirs très longs, ces escaliers interminables. Eh les gens là étaient vraiment constamment énervés parce que, justement, ils étaient tous enfermés dans ces pièces.;;;
2668;2668 Je me réveillais et j'avais une chaleur hallucinante. J'étais toujours sous les couvertures, donc je décide de me défaire des couvertures et je portais le pyjama long, donc pantalon long et haut de pyjama long. Et malgré ça j'avais encore chaud, mais vraiment chaud. C'est-à-dire que je sentais avoir la sensation de transpirer mais je ne transpirais pas. Et donc pratiquement je me lève le pantalon et je sens avoir pratiquement le corps, exception faite des mains, des pieds et de la tête, recouvert de fourrure. Une fourrure blanche, douce. Comme si c'était genre la fourrure d'un loup, mais plus douce, disons pas vraiment rêche, disons longueur du poil du loup mais molle. Et je disais : « Ah voilà pourquoi j'ai chaud alors. » Enfin effrayée enfin, j'essaie de l'enlever, et je remarque que les poils sont attachés au corps. Je fais : « je ne comprends pas pourquoi ? » alors je vais dans la cuisine où je trouve mon père qui se préparait le café, je disais : « Papa il s'est passé une chose hallucinante, regarde, regarde, ici ! Je lui montre les jambes, le ventre, enfin, le corps qui est recouvert en réalité de cette fourrure et il me fait : « Voilà, tu vois combien de fois je t'ai dit de ne pas manger les arrosticini, toutes ces fois où il t'arrive la fourrure », « mais j'en ai mangé hier soir, mais ce n'est pas que enfin, c'est-à-dire dans le sens, j'en ai toujours mangé, peut-être même plus d'une fois. » « Parce que tu vois maintenant ce qui s'est passé ? Donc on n'y peut rien ? » « D'ailleurs regarde, tu dois te préparer parce qu'il faut qu'on t'emmène chez la doctoresse. » « Moi ça va, alors ? » Et pendant que je me préparais la panique commence à me monter parce que je me préparais en réalité pour venir chez vous rendre l'actigraphe et le dictaphone et Papa m'avait mis une anxiété parce qu'il disait : « Eh maintenant ils devaient t'étudier pour les rêves, s'ils te trouvent toute cette fourrure qui sait pour quoi d'autre ils t'étudient, tu deviendras un cobaye à tous les effets, bla bla. » Enfin ces choses-là. « D'accord, mais je la cache justement genre, je me mets le pull et le pantalon long et aussi les bottes jusqu'au genou disons » de cette façon qui bouchait le plus possible les poils qui seraient pu sortir, disons des chevilles. Et dessus je me mets un sweat à capuche. Il ne me fait pas : « bon, il y a un côté positif, parce que de toute façon peut-être pour y aller à la clinique tu n'auras pas froid. » Maintenant ça commence, il m'accompagne à la clinique qui cependant se trouve à [PLACE1] et on y arrive grâce à une sorte de téléphérique, mais c'est un téléphérique étrange parce qu'en réalité c'est un câble qui relie les deux montagnes, le Mont Blanc et aussi les deux moyens. Ce câble, cependant, on peut le traverser non pas avec le téléphérique. Enfin, avec la télécabine mais avec un vélo qui roule sur ce fil et seulement les dignes arrivent de l'autre côté. Donc enfin, tu dois essayer de garder l'équilibre. Et tu dois être heureuse. J'ai mis plus d'une heure et demie, à peu près pour arriver à [PLACE1] et entre autres avec une bonne contrariété parce que j'avais peur de tomber en bas et donc de ne pas être digne de la clinique. Quand j'arrive en haut j'ai de la chance, clairement tu es quand même en hauteur, donc tout autour de moi est recouvert de neige, il y a beaucoup de vent et de toute façon disons, la clinique je ne comprends pas pourquoi, mais elle était à plus de quatre mille mètres et quand j'arrive, disons à l'entrée de la clinique du côté opposé du Mont Blanc, donc à grand renfort de DVD. Et je laisse le vélo appuyé à côté des portes coulissantes de l'entrée j'entre et il y avait la secrétaire qui me fait : « Oh [NAME1], bienvenue, nous t'attendions, je suis contente que tu aies réussi à passer la première épreuve fait. » « Ah, mais donc disons, le test a déjà commencé ? » elle fait : « oui il a commencé au moment où tu as pris le vélo », « mais c'est parce que moi je pensais que je devais seulement rendre les choses que vous m'aviez prêtées. » Elle fait : « oui, bien sûr, mais clairement on fait démarrer les tests tout de suite. » « OK, d'accord et pouvez-vous me dire où est la doctoresse [NAME2] ? que je ne l'ai pas encore vue ? » elle fait : « Eh pour y arriver vous devez surmonter une autre épreuve. » « Ok, d'accord. Et quelle est l'épreuve ? » « Alors regarde ici il y a le couloir, appuie sur cette petite dalle en haut à gauche et une piscine s'ouvrira et vous devez traverser la piscine à la nage et cependant vous devez le faire habillée » et moi là sur le coup la panique m'avait pris, parce que quand j'ai entendu que je devrais traverser une piscine à la nage, je m'imaginais déjà me mettre soit en sous-vêtements soit en maillot. Là c'était la panique parce qu'on aurait vu tous les poils. Et quand ils ont dit que je devrais disons sauter dans l'eau habillée je me suis sentie un peu plus soulagée. Donc voilà je salue la secrétaire et disons, c'est-à-dire que pratiquement un arc sous cette petite dalle que j'aurais dû appuyer avec une flèche où disons dans la partie arrière de cette flèche au lieu des canettes, celles qu'on lance il y a aussi celles-là mais elles ont du ruban adhésif avec une ampoule de verre ou de plastique. De toute façon c'était une ampoule transparente. Et je trouve pratiquement un billet qui me disait d'insérer dans cette ampoule et le dictaphone l'actigraphe et de le lancer de l'autre côté. Si je n'y étais pas arrivée j'aurais perdu le défi, donc moi je mets tout dedans et heureusement de toute façon ayant déjà essayé un peu de faire du tir à l'arc dans quelque foire comme ça, je connaissais quelques petites astuces, et donc enfin tout arrive de l'autre côté sain et sauf. À ce moment-là cependant il ne manquait que moi qui dois sauter dans l'eau. Je plonge et j'arrive de l'autre côté du bassin qui de toute façon est très étroit. Il faisait environ deux mètres et demi trois de large, vraiment très étroit et cependant il était aussi assez long. Il faisait, mais je crois vingt trente mètres à peu près. Et seulement que j'ai beaucoup de mal parce que je n'arrive pas à étendre les bras dans le crawl et je n'arrive pas à nager la brasse, mais la seule chose que j'arrive à faire c'est nager genre style chien avec les bras pliés et les jambes en dessous, mais elles n'arrivent pas à rester à la surface de l'eau, donc disons que je suis dans une position inclinée. J'essaie de me mouvoir continuellement pour éviter justement de me noyer, mais en tout cas faisant un effort immense, j'arrive de l'autre côté. À ce moment-là disons, j'ai complété un côté du cloître et je dois justement m'aider à affronter l'autre, donc pratiquement je récupère la petite ampoule transparente que j'avais lancée de l'autre côté avec la flèche qui contenait dedans tout le matériel. Je me donne disons une petite secousse pour me sécher. Et je poursuis mon chemin pour rejoindre la doctoresse [NAME2]. J'aurais dû atteindre le deuxième étage de la clinique. En particulier disons elle se trouvait au sommet d'une salle sphérique de la tour de contrôle de cette sorte de clinique qui se trouvait au sommet de la montagne. Je tourne pratiquement l'angle et je vois les escaliers qui montent, donc je n'ai pas à faire tout le quadrilatère du cloître, mais je dois faire seulement [MISSING]. Arrivée au début de ce côté, avant les escaliers je ne vois aucune indication, mais pratiquement disons le couloir de pierre qui était avant devient blanc, mais blanc, blanc glacé et je dis : « oh, heureusement, enfin un peu de fraîcheur avec toute la chaleur que j'ai soufferte pendant la nuit, il en fallait ! » Donc pratiquement ce qui se passe, je me lève mais pour traverser ce couloir avec les chaussures je glisse terriblement. Et alors je regarde un peu autour de moi et je note qu'il n'y a personne qui me regarde, donc je décide pratiquement d'enlever les bottes et d'utiliser pratiquement les griffes des pieds comme si c'étaient des crampons. De cette façon sur la glace je ne glisserais pas, parce que de toute façon un couloir totalement recouvert de glace sur disons le sol, mais aussi sur les murs et donc je devais essayer quand même de me tenir ou de toute façon m'aider et m'appuyer les mains au mur n'aurait servi à rien parce que j'aurais glissé quand même. Donc, en enlevant les bottes ça fonctionne mais quelques petits poils sortent des chevilles, mais j'arrive avec les griffes des pieds justement à traverser ce couloir sans gros problèmes, arrivée au fond. Je remets les chaussettes et les bottes et c'est seulement moi qui commence à monter les escaliers, je vais au deuxième étage où je rencontre la doctoresse [NAME2] et elle me fait : « Oh [NAME1], comme c'est beau, regarde, je t'attendais, mets ce casque qu'on commence tout de suite les tests » « mais ils n'avaient pas déjà commencé ? » Elle fait : « Eh oui, mais ceux-là c'étaient les tests physiques, maintenant il faut commencer les tests mentaux » « OK d'accord. » Donc pratiquement je lui rends la petite ampoule avec dedans le dictaphone. Elle se met déjà à écouter tout ce que j'ai enregistré, voilà après un certain temps elle me fait commencer les tests qu'elle avait préparés pour moi. Et donc voilà, pratiquement je m'assieds et elle me fait : « alors tu dois prendre le sandwich qui se trouve à l'intérieur de cette feuille » et je lui dis, « mais pardon comment peut-il y avoir un sandwich ? » La feuille, elle n'a pas les dimensions d'un sandwich, tu ne peux pas entrer dans une feuille, elle fait : « mais tu dois trouver toi la solution. » Donc moi j'ai cette feuille devant moi, je suis assise à une petite table, genre une salle d'interrogatoire zéro zéro sept. Et donc je pense, avec cette feuille en main, qui est blanche et je n'arrive pas à voir un sandwich, mais je la mets en contre-jour à la lampe, celle qui se trouvait au-dessus de moi, je commence à voir des petites lignes, alors je l'incline. Et peu à peu sort ce tramezzino, c'est-à-dire la figure de ce tramezzino et moi je ne comprends pas cependant comment le prendre, elle fait : « non, d'accord, mais maintenant c'est facile de le sortir de la feuille » et moi là sur le coup je ne comprenais pas enfin, comment fait-on. À ce moment-là je lui dis : « écoute, tu sais quoi moi j'allonge la main et j'essaie de le prendre » et je découvre que la feuille en réalité est une boîte que en l'inclinant je parviens pratiquement à voir la profondeur et donc j'allonge la main pour prendre ce tramezzino et le sortir. Et elle me fait : « Ah, voilà bravo, alors tu y es arrivée. Avant de continuer, si tu veux tu peux le manger » et moi j'avais quand même faim et je mange ce tramezzino. C'était un tramezzino qui avait dedans du thon des œufs et sans mayonnaise. Tout d'un coup mon tramezzino met devant moi un écran, un moniteur tactile où pratiquement, je dois toucher les choses que je préfère et elles me viennent devant. Dessin de la montagne, dessin de la mer, moi j'appuie sur montagne. Puis vient le dessin d'une glace et dessin d'une soupe et moi j'appuie sur la glace. Le troisième et le quatrième je ne me souviens pas de ce qui me sort, mais je me souviens du cinquième qui me vient le dessin soit d'une poule soit d'un mouton et moi enfin, mais qu'est-ce que ça veut dire dans le sens à manger, à caresser ? Je ne comprenais pas la chose et la doctoresse [NAME2] me dit : « Tu dois te laisser conduire par les émotions non ? », moi bon j'appuie sur le mouton. Et elle fait un peu une grimace, puis elle me fait : « Le dernier test, il y avait à choisir entre poule ou poisson et bof. » À ce moment-là j'appuie poule et elle fait une autre grimace que moi je continue à ne pas comprendre. À un certain moment elle entre dans la salle du test, parce qu'en ce moment elle se trouvait derrière une vitre mais disons elle pouvait me voir et moi je pouvais la voir. Et elle me fait bien, alors je dois te mettre des électrodes, il faut que tu enlèves le sweat et moi là j'étais allée dans la panique totale parce qu'elle aurait vu que j'avais des poils. Je me rappelais que que mon père pendant ce temps, à ne pas faire voir que tu as la fourrure et je dis : « mais est-ce vraiment nécessaire sur le cou, sur le visage ou sur les mains ? Ce n'est pas possible de les mettre » et elle fait : « oui, mais je veux examiner quelque chose. » Donc voilà, pratiquement j'enlève ce sweat et elle voit que j'ai la fourrure et elle me fait : « je n'en crois pas » et moi qu'ai-je fait : « regarde, ce n'est absolument pas ma faute, je me suis réveillée avec ça, selon mon père ça dépend du fait que j'ai mangé trop d'arrosticini. » Et la doctoresse [NAME2] me dit : « Eh non, non, ça, non, absolument pas pour ça. Mais c'est parce que toi tu es un Yeti. Eh, tu dois vivre là-haut sur la montagne » et j'ai fait, mais moi j'ai toute ma vie que je suis en bas à [PLACE1] « mais ne t'inquiète pas, c'est-à-dire je te fais apporter tout là-haut moi, appareils photo, je te fais construire un camp école, de temps en temps tes amis viendront te rendre visite, ton fiancé, mais toi tu dois vivre en montagne parce que tu es le dernier Yeti resté sur la terre » et je dis : « ah. Voilà donc pourquoi j'ai toujours chaud. » C'est-à-dire, et là la doctoresse expliquait : « que, bien que n'ayant jamais eu la fourrure avant pourtant j'avais toujours chaud et donc peut-être c'était lié pour ça. » Et donc et voilà, elle me fait voir : « regarde, tu dois aller au sommet de ce pic là-bas où se trouvera ton refuge » et donc je commence à partir mais, et puis peu après que je marchais dans la neige, je me réveille.;;;
2669;2669 Je suis devant mon ordinateur en train de lire un article qui parle du rôle du thalamus dans la génération de la conscience. Et auparavant je relisais un article que je suis en train d'écrire avec une de mes étudiantes et donc je relisais les différentes parties de l'article, en vérifiant de possibles erreurs et en insérant quelques figures. Et une fois fini j'ai ensuite écrit un e-mail en envoyant l'article à compléter à l'étudiante. Et il me semble que c'est tout.;;;
2670;2670 J'ai survécu à la réunion de famille, la traditionnelle foire du faux-semblant et des gens qui posent des questions seulement pour savoir par envie et jalousie. Le seul côté positif c'est qu'au moins il y avait ma nièce. Elle met de la gaieté et ne te fait pas penser à tout le reste.;;;
2671;2671 J'étais allé danser en discothèque avec [NAME1] et la soirée s'est terminée dans une certaine direction, quelqu'un me ressemblait.;;;
2672;2672 J'étais au lit, j'entendais miauler et j'arrive à reconnaître des miaulements. Dans ce cas c'était le plus petit qui miaulait. Donc moi je me lève, il faisait nuit parce que tout était sombre autour de moi. Je vais, je le cherche, depuis ma chambre je vais dans le couloir, mais je ne le trouve pas. Je trouve le grand chat qui est assis devant la porte de la maison et donc je pense qu'il a d'une façon ou d'une autre été enfermé dehors sur le palier. J'ouvre la porte de la maison et je vois le hall de l'ascenseur qui est ouvert mais sans l'ascenseur au palier. Et je ne comprends pas, mais j'étais sur le point de fermer la porte pour retourner en arrière et continuer mes recherches dans la maison, justement, quand j'entends miauler et ça venir du hall. Donc je me fais peur et je me penche en bas depuis l'intérieur de la gaine de l'ascenseur et je le vois qui est au fond du hall. Et je ne comprends pas pourquoi il n'arrive pas à se déplacer. Alors très effrayée je trouve la manière de descendre en m'agrippant pratiquement entre quelques tuyaux, entre le bord du palier, en bas de cet ascenseur. Et en disant à [NAME1] de rester là en garde. Et j'essaie de crier, de demander de l'aide, mais personne n'arrive à m'entendre parce que je n'arrive pas à faire sortir la voix de ma bouche. C'est-à-dire comme quand on a la sensation de crier, mais ne pas faire sortir la voix. Et pourtant c'est étrange, parce qu'à l'intérieur de moi je crie énormément. Peu après, parce que je n'arrive pas à le situer temporellement, j'arrive à atteindre le fond de cette gaine de l'ascenseur et j'arrive à voir [NAME2] le petit chat, qui cependant on voit qu'en tombant des tuyaux lui se sont glissés au niveau du ventre. Des tuyaux en fer. Moi c'est-à-dire j'essaie d'une façon ou d'une autre de lui enlever les tuyaux du ventre et d'une façon ou d'une autre de tamponner avec mon t-shirt pour essayer de lui faire perdre le moins de sang possible. Lui cependant est effrayé, donc il essaie aussi de s'éloigner de moi. Et après un moment que j'insiste à chercher le point de ces tuyaux j'arrive à les enlever définitivement. Et à ce moment-là cependant le problème c'est de remonter. J'étais là à désespérer, j'étais déjà en plein larmes appuyée à une paroi en train de pleurer avec [NAME2] que je tenais dans mes bras, et à ce moment-là se penche [NAME1] qui dit vraiment en paroles : « Ne t'inquiète pas, attends, je prends une corde et je te remonte ! » Et moi boh, là sur le coup sans effectivement y penser que en fait la chose est absurde sans sens je dis : « Oui, oui, d'accord, cours, il y a la corde celle pour sauter dans mon sac d'athlétisme, prends ça. » Il revient très peu après avec cette corde dans la bouche et d'une façon ou d'une autre nous remonte. Quand j'arrive en haut il y a [NAME1] et à côté de lui qui lui a donné un coup de main pour nous remonter, il y a une vieille professeure que j'avais à l'école primaire, et elle me dit : « Vas-y vas-y, cours, cours chez le vétérinaire. » Donc je le porte en courant chez le vétérinaire où moi je le porte dans un quartier ici à [PLACE1] mais extérieurement c'était pareil, intérieurement c'était comme si c'était un parking souterrain de l'Ipercoop de [PLACE1] mais, inséré à l'intérieur de la crypte qui se trouve sous Santa Maria del Fiore à [PLACE2]. Enfin, heureusement le médecin arrive à soigner [NAME2], ils lui mettent des points aux endroits où il avait justement été transpercé, disons par ces tuyaux. Et en me disant cependant que pour le soigner je devrais lui donner de la glace à la crème. Absolument.;;;
2673;2673 La forêt, beaucoup de personnes, quelque chose que j'avais fait et que je voyais de loin, quelque chose que j'arrivais à voir de loin, c'était une sensation oscillante, presque de satisfaction et d'impuissance, et celle au contraire opposée. Beaucoup de monde, comme si on me regardait, depuis un téléviseur, depuis quelque chose.;;;
2674;2674 Après-midi très agréable avec des amies. Une réunion après des mois, des années... certainement un an, depuis avant la pandémie que nous ne nous voyons pas, que nous ne passons pas un après-midi ensemble. C'a été agréable, mais aussi un bilan de nos vies, ce qui va bien, ce qui va mal, on se rend compte qu'effectivement, même dans la vie ce n'est pas facile pour tout le monde, dans le sens, même si quelqu'un sourit toujours, c'est-à-dire des problèmes il y en a beaucoup. Et de toute façon un beau dimanche où nous avons enfin pu sortir parler, rire, plaisanter, enfin, un beau dimanche.;;;
